"label","type","author","title","journal","year","volume","number","pages","month","abstract","doi","issn","eissn","unique.id","article.number","orcid.numbers","researcherid.numbers","note","order_initial","order_alphabetical","order_random","color","selected","notes"
"X.ISI.000356585100014","article","McCowan, Luke S. C. and Mainwaring, Mark C. and Prior, Nora H. and Griffith, Simon C.","Personality in the wild zebra finch: exploration, sociality, and reproduction","BEHAVIORAL ECOLOGY","2015","26","3","735-746","MAY-JUN","Although personality has been well studied in a wide range of species, relatively few studies have assessed if behavior in standardized captive tests is predictive of behavior in the wild. We captured wild zebra finches around 2 breeding colonies and assayed their exploratory behavior with a novel environment test. The birds' foraging behavior in the wild was also measured with the use of a passive integrated transponder tag system to monitor their use of feeders that were periodically moved around the colonies to assess exploratory behavior and sociality. During the same period, individuals' reproductive success was monitored at the nest-boxes being used in this area. We found that our measures of sociality, wild, and captive exploration were repeatable, but contrary to our predictions, exploration in the novel environment test was not significantly correlated with exploration of feeders in the wild. We failed to find a predicted negative relationship between exploration and sociality, instead finding a significant positive correlation between exploration in the novel environment and sociality. Finally, we found little evidence that any of our measured personality traits influenced reproductive success at the colony, either individually or when the interactions between the personalities of both members of the pair were taken into account. The only exception was that highly exploratory males (assayed with wild feeder behavior) were more likely to make breeding attempts than less exploratory males. Our results suggest that researchers should use caution when using tests such as the classic novel environment test to make inferences about personality in wild populations.","10.1093/beheco/aru239","1045-2249","1465-7279","ISI:000356585100014",NA,"Griffith, Simon/0000-0001-7612-4999 Prior, Nora/0000-0002-3271-4409","Griffith, Simon/A-1996-2010 ",NA,337,420,253,"#000000",NA,""
"X.ISI.000356585100031","article","Zavorka, Libor and Aldven, David and Naslund, Joacim and Hojesjo, Johan and Johnsson, Jorgen I.","Linking lab activity with growth and movement in the wild: explaining pace-of-life in a trout stream","BEHAVIORAL ECOLOGY","2015","26","3","877-884","MAY-JUN","Theory suggests that consistent individual differences in activity are linked to life history where high activity is associated with rapid growth, high dispersal tendency, and low survival (the pace-of-life syndrome hypothesis). We addressed this influential hypothesis by combining behavioral studies with fine-scale positional scoring in nature, estimating how individual movement strategies in brown trout (Salmo trutta) associate with fitness correlates (growth and survival) in the wild. Initial dispersal in the wild was positively related to the laboratory activity. Moreover, the growth of individuals with high laboratory activity decreased with increasing home range size, whereas the growth of individuals with lower laboratory activity increased slightly with increasing home range size. Survival in the wild was not associated with laboratory activity. Our results do not support the original pace-of-life syndrome hypothesis. As an alternative explanation, we suggest that the growth of individuals adopting a high-activity strategy is more sensitive to variation in resource abundance (indicated by home range size) than the fitness individuals adopting a more passive strategy.","10.1093/beheco/arv029","1045-2249","1465-7279","ISI:000356585100031",NA,"Naslund, Joacim/0000-0003-1091-2225",NA,NA,338,347,585,"#000000",NA,""
"X.ISI.000356585100033","article","Mazue, Geoffrey P. F. and Dechaume-Moncharmont, Franois-Xavier and Godin, Jean-Guy J.","Boldness-exploration behavioral syndrome: interfamily variability and repeatability of personality traits in the young of the convict cichlid (Amatitlania siquia)","BEHAVIORAL ECOLOGY","2015","26","3","900-908","MAY-JUN","In recent years, considerable research interest in behavioral ecology has focused on characterizing and understanding individual differences in behavior that are consistent over time and across contexts, termed animal ``personalities,{''} and correlations between various behaviors across contexts, termed behavioral syndromes. Although there is some evidence that differences in personality among individuals within populations can be genetically based and adaptive, when and how individual personality differences emerge in a population is not well understood, but of considerable general interest. Here, using juveniles of the convict cichlid (Amatitlania siquia) as a model system, we investigated in the laboratory whether individuals consistently differ in their personalities and whether behavioral syndromes are apparent at an early developmental stage and, if so, whether distinct personality traits are heritable. Under standardized laboratory conditions and using sibling analysis, we quantified interindividual differences in their boldness behavior under potential predation threat and their exploratory activity in a novel environment, 2 ecologically important behaviors, as our focal personality traits and estimated their respective repeatability and heritability. We report for the first time consistent (repeatable) and heritable individual differences in boldness and exploratory behaviors, and a boldness-exploration behavioral syndrome, in young convict cichlids. Bolder fish were more exploratory than relatively timid ones. These results provide novel evidence for the emergence in early life history of consistent individual differences in personality traits and behavioral syndromes in this species and suggest that genetic variation for boldness and exploratory behaviors, and thus potential for selection on these traits, exists in our study population.","10.1093/beheco/arv030","1045-2249","1465-7279","ISI:000356585100033",NA,"Dechaume-Moncharmont, Francois-Xavier/0000-0001-7607-8224","Dechaume-Moncharmont, Francois-Xavier/F-2394-2011",NA,339,99,431,"#000000",NA,""
"X.ISI.000356585100037","article","Niemelae, Petri T. and Lattenkamp, Ella Z. and Dingemanse, Niels J.","Personality-related survival and sampling bias in wild cricket nymphs","BEHAVIORAL ECOLOGY","2015","26","3","936-946","MAY-JUN","The study of adaptive individual behavior ({''}animal personality{'' focuses on whether individuals differ consistently in (suites of correlated) behavior(s) and whether individual-level behavior is under selection. Evidence for selection acting on personality is biased toward species where behavioral and life-history information can readily be collected in the wild, such as ungulates and passerine birds. Here, we report estimates of repeatability and syndrome structure for behaviors that an insect (field cricket; Gryllus campestris) expresses in the wild. We used mark-recapture models to estimate personality-related survival and encounter probability and focused on a life-history phase where all individuals could readily be sampled (the nymphal stage). As proxies for risky behaviors, we assayed maximum distance from burrow, flight initiation distance, and emergence time after disturbance; all behaviors were repeatable, but there was no evidence for strong syndrome structure. Flight initiation distance alone predicted both daily survival and encounter probability: bolder individuals were more easily observed but had a shorter life span. Individuals were also somewhat repeatable in the habitat temperature under which they were assayed. Such environment repeatability can lead to upward biases in estimates of repeatability in behavior; this was not the case. Behavioral assays were, however, conducted around the subject's personal burrow, which could induce pseudorepeatability if burrow characteristics affected behavior. Follow-up translocation experiments allowed us to distinguish individual and burrow identity effects and provided conclusive evidence for individual repeatability of flight initiation distance. Our findings, therefore, forcefully demonstrate that personality variation exists in wild insects and that it is associated with components of fitness.","10.1093/beheco/arv036","1045-2249","1465-7279","ISI:000356585100037",NA,NA,NA,NA,340,438,608,"#000000",NA,""
"X.ISI.000354034900008","article","McEvoy, J. and While, G. M. and Sinn, D. L. and Carver, S. and Wapstra, E.","Behavioural syndromes and structural and temporal consistency of behavioural traits in a social lizard","JOURNAL OF ZOOLOGY","2015","296","1","58-66","MAY","Understanding how behavioural traits co-vary within and between individuals is a major aim of behavioural ecologists working across a wide range of taxa. Here we attempted to measure five key behavioural traits (aggression, boldness, exploration, activity and sociability) in a native Australian social skink, Egernia whitii. Specifically, we documented the temporal consistency of trait structural definition, the temporal consistency of trait expression and the relationships between behavioural traits (i.e. behavioural syndromes). We found (1) that the structural consistency of some traits (boldness), but not others (aggressiveness and exploration), changed across time and according to sex (i.e. the relationship between the raw behaviours that were measured in the boldness assay was different for males and females); (2) that three of the five behavioural traits exhibited moderate-to-high adjusted repeatability while two were not repeatable; (3) covariances between behavioural traits were weak to non-existent and did not support the presence of any behavioural syndromes. These results indicate that structural consistency of traits or the behavioural definition' of an aggregate score is potentially variable over time. This may limit inference on any subsequent estimates of repeatability of behavioural traits, as well as estimates of potential syndromes. Repeatability of behavioural traits may reflect underlying ecological importance, or measurement processes, and lack of behavioural syndromes may reflect lack of selection pressure for trait covariance. Studies examining multiple behavioural traits under a measurement as well as an ecological framework are crucial to make meaningful inferences regarding the ecological and evolutionary significance of behavioural traits.","10.1111/jzo.12217","0952-8369","1469-7998","ISI:000354034900008",NA,"McEvoy, Jo/0000-0001-9591-1824 Carver, Scott/0000-0002-3579-7588 While, Geoffrey/0000-0001-8122-9322 Wapstra, Erik/0000-0002-2050-8026","McEvoy, Jo/M-7204-2015 Carver, Scott/J-7654-2014 While, Geoffrey/O-6306-2017 Wapstra, Erik/J-7482-2014",NA,341,81,320,"#000000",NA,""
"X.ISI.000353378200011","article","Potier, Simon and Carpentier, Alexandre and Gremillet, David and Leroy, Boris and Lescroel, Amelie","Individual repeatability of foraging behaviour in a marine predator, the great cormorant, Phalacrocorax carbo","ANIMAL BEHAVIOUR","2015","103",NA,"83-90","MAY","Intrapopulation variability, especially individual foraging specialization, has been investigated in many species. Nevertheless, the repeatability of foraging behaviour remains poorly understood. In particular, whether individuals differ in their respective degrees of repeatability still remains to be determined. Here, we estimated foraging behaviour repeatability in the great cormorant, at both the population and the individual levels, and assessed the effect of repeatability on individual foraging performance. At the population level, we found that some foraging variables were more repeatable (e.g. departure angle and trip duration) than others (e.g. time spent underwater per trip). At the individual level, we found differences in the degree of repeatability for each foraging variable, highlighting the presence of both highly flexible and highly consistent individuals in the population. The effect of repeatability on individual performance depended on the considered timescale: individual-level repeatability of time spent underwater per dive was negatively related to foraging efficiency while individual-level repeatability of time spent underwater per trip was positively related to foraging efficiency. Overall, our study demonstrates the importance of studying repeatability at the individual level and shows how both flexibility and consistency in animal behaviour shape their ability to extract energy from the environment. (C) 2015 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.","10.1016/j.anbehav.2015.02.008","0003-3472","1095-8282","ISI:000353378200011",NA,"Leroy, Boris/0000-0002-7686-4302","Leroy, Boris/G-4076-2013",NA,342,303,124,"#000000",NA,""
"X.ISI.000353378200032","article","Wang, Mu-Yun and Brennan, Caroline H. and Lachlan, Robert F. and Chittka, Lars","Speed-accuracy trade-offs and individually consistent decision making by individuals and dyads of zebrafish in a colour discrimination task","ANIMAL BEHAVIOUR","2015","103",NA,"277-283","MAY","Speedeaccuracy trade-offs are well studied in human decision making, but we are only beginning to understand how such trade-offs affect other animals. Similarly, it is poorly understood how consistent individual differences in decision making are influenced by their social context. Here we investigated whether zebrafish, Danio rerio, show individual consistency ('personality') in speedeaccuracy trade-offs based on a colour discrimination task, and how pairs of fish with distinct personalities make consensus choices. The results showed that zebrafish exhibit between-individual speedeaccuracy trade-offs: some fish made `careful', slow but accurate decisions, while others made swift but less accurate choices. We also found that these decision-making strategies were constant over time: fish retained the same strategy for 3 days. When testing pairs of careful and fast-and-inaccurate individuals, the combined choice strategy was intermediate in speed, but statistically indistinguishable from the careful individual, whereas accuracy of the dyad decision was moderately higher than that of each individual when tested singly, although this was again not significantly different from the more careful individual. For the first time, our study thus demonstrates that two individuals influence one another's speedeaccuracy tradeoff in decision making. (C) 2015 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.","10.1016/j.anbehav.2015.01.022","0003-3472","1095-8282","ISI:000353378200032",NA,"Chittka, Lars/0000-0001-8153-1732","Chittka, Lars/C-3110-2012",NA,343,549,525,"#000000",NA,""
"X.ISI.000353684800010","article","Arnold, Kathryn E. and Herborn, Katherine A. and Adam, Aileen and Alexander, Lucille","Individual variation in the oxidative costs of personality traits","FUNCTIONAL ECOLOGY","2015","29","4","522-530","APR","Personality traits' are behavioural differences between individuals that are stable within individuals. Different combinations of personality traits can correlate with fitness variation but the mechanisms remain unclear. There is the suggestion that personality reflects variation in physiology. For example, fast' (bold, active, fast exploring) individuals are predicted to maintain a higher metabolic rate than slow' animals. A raised metabolic rate can result in a proliferation of reactive oxygen species (ROS) which, if unchecked, cause oxidative stress. Thus, the extended pace of life theory' predicts that fast' individuals will pay higher oxidative costs than slow' ones. Alternatively, stress hormones, which are often relatively high in slow' individuals, can also cause proliferation of ROS and subsequent oxidative damage. Here, we assessed co-variation between personality and oxidative profile in wild blue tits. The personality traits neophobia (latency to approach food near novel objects), activity level in a novel environment and exploratory tendency (controlling for differences in activity) assayed in captivity were repeatable within individuals but were uncorrelated with each other. Reactive oxygen metabolites (ROMs an index of pro-oxidant status) and OXY (antioxidant capacity) were also uncorrelated with each other and did not vary with age or sex. Blood sampling birds within three minutes of capture from their familiar cage vs. after 15min of exposure to a standardized stressor did not affect ROMs or OXY. Wintering blue tits that were both highly neophobic and exploratory had low OXY defences and individuals that showed low neophobia and low exploration had high OXY defences. Variation in ROMs was not explained by any personality trait. High exploratory tendency also correlated with a reduction in body condition in captivity, but body condition did not predict ROMs or OXY. Activity level in the exploration trial did not vary with oxidative profile or change in body condition. Personality types differed in antioxidant defences, and it was the combination of an individual's personality traits that proved important. ROS production and antioxidant defences will vary due to many processes for example resource allocation, not just metabolic rate and stress responsiveness. Consequently, the costs of personality traits and thus the predictions regarding fitness are complex.","10.1111/1365-2435.12375","0269-8463","1365-2435","ISI:000353684800010",NA,"Arnold, Kathryn/0000-0002-6485-6065","Arnold, Kathryn/F-8683-2016",NA,344,311,191,"#000000",NA,""
"X.ISI.000353743000006","article","Yang, Sarah and Sung, Joohon and Kim, Ji-Hae and Song, Yun-Mi and Lee, Kayoung and Kim, Han-Na and Kim, Hyung-Lae and Cloninger, C. Robert","Some personality traits converge gradually by long-term partnership through the lifecourse - Genetic and environmental structure of Cloninger's temperament and character dimensions","JOURNAL OF PSYCHIATRIC RESEARCH","2015","63",NA,"43-49","APR","Temperament and Character Inventory (TCI) is a comprehensive personality inventory that is widely used in behavioral genetics. The original theory suggested that temperament traits were under genetic influences, whereas character traits were gradually built by an interaction between temperaments and environment until early adulthood. This study attempted to evaluate TCI by examining the genetic and environmental contributions to personality with particular attention to spousal effects. From 687 families, a total of 3459 Korean adult individuals completed the survey. Among them, there were 542 Monozygotic (MZ) twin pairs and 122 Dizygotic twin pairs. Intraclass correlation coefficients (ICCs) and heritability were calculated to examine the genetic and shared environmental contributions to personality. Moderate genetic contributions (0.17-0.43) were found for all TCI traits along with the evidence of shared environment (0.11-031) for harm avoidance (HA) and all characters. The ICCs of TCI in MZ pairs ranged 0.36-0.46. Spouses' had little resemblance for temperament, whereas for character dimensions, spouses (0.27-0.38) were more similar than first degree relatives (0.10-0.29). Resemblance between spouses increased with duration of marriage for most characters and HA. When the growing similarities between spouses were compared with their MZ cotwins' for subgroup of 81 trios, self-directedness (SD) of character showed even more similarities toward their spouses than cotwins as partnership duration increased (r = 0.32). Our findings with regard to change in SD into late adulthood support the psychobiological theory of temperament and character, which suggests that both personality domains have distinct developmental trajectories despite equally large genetic influences. (C) 2015 Elsevier Ltd. All rights reserved.","10.1016/j.jpsychires.2015.01.020","0022-3956","1879-1379","ISI:000353743000006",NA,"lee, kayoung/0000-0002-2816-554X",NA,NA,345,544,593,"#000000",NA,""
"X.ISI.000351790800002","article","Way, Gregory P. and Kiesel, Alexis L. and Ruhl, Nathan and Snekser, Jennifer L. and McRobert, Scott P.","Sex differences in a shoaling-boldness behavioral syndrome, but no link with aggression","BEHAVIOURAL PROCESSES","2015","113",NA,"7-12","APR","A behavioral syndrome is observed in a population when specific behaviors overlap at the individual level in different contexts. Here, we explore boldness and aggression personality spectra, the repeatability of shoaling, and possible associated correlations between the behaviors in a population of lab-reared zebrafish (Danio rerio). Our findings describe a sex-specific boldness-shoaling behavioral syndrome, as a link between boldness and shoaling behaviors is detected. The results indicate that bold males are likely to have a stronger shoaling propensity than shy males for unfamiliar conspecifics. Conversely, bold females are more likely to shoal than shy females, but only when presented with heterospecific individuals. Additionally, aggression does not correlate with boldness or shoaling propensity for either sex. A positive relationship between boldness and shoaling that differs by sex is contrary to most of the present literature, but could help to explain population dynamics and may also have evolutionary implications. (C) 2015 Elsevier B.V. All rights reserved.","10.1016/j.beproc.2014.12.014","0376-6357","1872-8308","ISI:000351790800002",NA,"Snekser, Jennifer/0000-0002-2472-4412 Ruhl, Nathan/0000-0002-2684-4573 Way, Gregory/0000-0002-0503-9348",NA,NA,346,524,551,"#000000",NA,""
"X.ISI.000351235100015","article","Careau, Vincent and Montiglio, Pierre-Olivier and Garant, Dany and Pelletier, Fanie and Speakman, John R. and Humphries, Murray M. and Reale, Denis","Energy expenditure and personality in wild chipmunks","BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY","2015","69","4","653-661","APR","According to the ``pace-of-life syndrome{''} concept, slow-fast life-history strategies favored under different ecological conditions should lead to co-adaptations between metabolic rate and personality traits such as activity, exploration, and boldness. Although the relationships between resting metabolic rate (RMR) and personality traits have been recently tested several times, we still do not know whether personality is related to the daily energy expenditure (DEE) of free-living individuals in their natural habitat. The objectives of this study were to assess the links between RMR, DEE, and two personality traits (exploration in an open-field and docility during handling) in wild eastern chipmunks (Tamias striatus). Using a multivariate mixed model, we found that exploration and docility were significantly correlated at the among-individual level, confirming the presence of a behavioral syndrome within our population. We also found that exploration, but not docility, was negatively correlated with DEE. Hence, fast explorers show lower DEE levels than slow explorers, independently of RMR and docility. This result adds to an increasingly large (and complex) literature reporting the impacts of personality traits on the biology, ecology, and physiology of animals in their natural environment.","10.1007/s00265-015-1876-2","0340-5443","1432-0762","ISI:000351235100015",NA,"John, Speakman/0000-0002-2457-1823 Careau, Vincent/0000-0002-2826-7837 Garant, Dany/0000-0002-8091-1044 Montiglio, Pierre-Olivier/0000-0002-1313-9410","John, Speakman/A-9494-2008 Montiglio, Pierre-Olivier/N-6625-2017 Careau, Vincent/A-9778-2008 ",NA,347,209,72,"#000000",NA,""
"X.ISI.000351506300003","article","Way, Gregory P. and Ruhl, Nathan and Snekser, Jennifer L. and Kiesel, Alexis L. and McRobert, Scott P.","A Comparison of Methodologies to Test Aggression in Zebrafish","ZEBRAFISH","2015","12","2","144-151","APR 1","Aggression is a psychological construct that is commonly used to classify zebrafish behavior. Aggression is a complex trait that can be difficult to accurately measure. The literature on fish behavior describes many different methodologies to examine aggression, which, we believe, have not been compared in a formal manner. In this study we observed 19 individual zebrafish (Danio rerio) and quantified bites, lateral displays, charges, darts, and time near the stimulus in six common assays used to measure aggression. The methodologies included an inclined mirror assay, two flat mirror assays with different acclimation periods, a live conspecific assay, a clay model stimulus assay, and a video recording assay. Our results indicate high repeatability in most aggressive behaviors over time, which confirms the value of each assay to measure personality. However, our results also indicate significant differences between the assays. Specifically, assays using a flat mirror or live conspecific as a stimulus for aggression elicited more attempted bites than an inclined mirror, a clay model stimulus, or a video recording stimulus. Furthermore, the inclined mirror stimulus provoked more darts than any other assay. The results suggest the need for researchers to consider specific research goals when selecting the appropriate stimulus to provoke aggression in zebrafish.","10.1089/zeb.2014.1025","1545-8547","1557-8542","ISI:000351506300003",NA,"Ruhl, Nathan/0000-0002-2684-4573 Snekser, Jennifer/0000-0002-2472-4412 Way, Gregory/0000-0002-0503-9348",NA,NA,348,1,138,"#000000",NA,""
"X.ISI.000352271800028","article","Harrison, Philip M. and Gutowsky, Lee F. G. and Martins, Eduardo G. and Patterson, David A. and Cooke, Steven J. and Power, Michael","Personality-dependent spatial ecology occurs independently from dispersal in wild burbot (Lota lota)","BEHAVIORAL ECOLOGY","2015","26","2","483-492","MAR-APR","Although personality has been documented in numerous animals and characters, research into personality-dependent spatial ecology has focused on dispersal. Indeed, few authors have investigated the role of other important spatial traits such as home range, movement distance, vertical activity, and site fidelity, and it is not clear whether these behaviors are correlated with dispersal. In this study, we investigated individual differences in home range, dispersal from release, vertical activity, movement distance, and site fidelity of 44 wild burbot Lota lota over 2 years, using an acoustic telemetry array and a Bayesian mixed modeling framework. We tested whether the spatial behaviors met the following criteria for personality-dependent behavior: repeatability, cross-contextual consistency, and an absence of pseudo-repeatability associated with spatial context choice. We then tested for between-individual correlations among spatial behaviors, indicative of a behavioral syndrome. Our results documented repeatable, cross-contextually consistent, personality-dependent home range, movement, dispersal from release, and site fidelity. In contrast, behavioral differences in vertical activity were inconsistent across sampling years and may have been a product of habitat heterogeneity. Our data indicate a spatial behavioral syndrome occurred independently from dispersal from release, with behavioral types ranging from ``resident{''} individuals with small home ranges, high site fidelity, and minimal movement to ``mobile{''} individuals with large home ranges, high movement rates, and little site fidelity. Our findings suggest animal personality can play a key role in shaping the space use of individuals, and this diversity in spatial behaviors may be too complex to be captured by often used simple linear measures of dispersal.","10.1093/beheco/aru216","1045-2249","1465-7279","ISI:000352271800028",NA,"Cooke, Steven/0000-0002-5407-0659","Cooke, Steven/F-4193-2010",NA,349,436,526,"#000000",NA,""
"X.ISI.000350558400002","article","Sherman, Barbara L. and Gruen, Margaret E. and Case, Beth C. and Foster, Melanie L. and Fish, Richard E. and Lazarowski, Lucia and DePuy, Venita and Dorman, David C.","A test for the evaluation of emotional reactivity in Labrador retrievers used for explosives detection","JOURNAL OF VETERINARY BEHAVIOR-CLINICAL APPLICATIONS AND RESEARCH","2015","10","2","94-102","MAR-APR","The United States Marine Corps (USMC) uses Labrador retrievers as improvised explosive device detection dogs (IDDs). Of critical importance is the selection of dogs that are emotionally suited for this highly specialized application. The goal of our study was to develop an emotional reactivity test (ERT) as a screening tool for the selection of IDDs. The ERT included a series of subtasks that expose each dog sequentially to visual, auditory, and experiential stimuli with an associated grading scale used by trained observers to rate individual dog responses. In this study, 16 Labrador retrievers that met initial selection criteria as candidate IDDs were assessed using the ERT, measurement of plasma and salivary cortisol concentrations (pre-and post-ERT), and an independent open-field test of anxiety in response to sound stimuli. Based on the sum of its responses, each dog was assigned an aggregate ERT score. Aggregate ERT scores from independent trained observers were highly concordant {[} Shrout-Fleiss's intraclass correlation (2,1) = 0.96] suggesting excellent inter-rater reliability. The aggregate ERT scores were also negatively correlated with the dogs' scores on the open-field anxiety test (Spearman rank correlation, n = 16, r = -0.57, P = 0.0214). In addition, there were significant increases in salivary (Wilcoxon signed rank, n = 16, S = 38.5, P 0.0458) and plasma (Wilcoxon signed rank, n = 16, S = 68, P < 0.0001) cortisol levels after the ERT, compared with baseline, suggesting that exposure to the ERT test elements produced a physiological stress response. We conclude that the ERT is a useful pre-training screening test that can be used to identify dogs with a low threshold of emotional reactivity for rejection, and dogs with a high threshold of emotional reactivity for entry into the IDD training program. (C) 2015 Elsevier Inc. All rights reserved.","10.1016/j.jveb.2014.12.007","1558-7878","1878-7517","ISI:000350558400002",NA,"Foster, Melanie/0000-0001-6392-7418",NA,NA,350,22,190,"#000000",NA,""
"X.ISI.000372711000002","article","Briffa, Mark and Sneddon, Lynne U. and Wilson, Alastair J.","Animal personality as a cause and consequence of contest behaviour","BIOLOGY LETTERS","2015","11","3",NA,"MAR 1","We review the evidence for a link between consistent among-individual variation in behaviour (animal personality) and the ability to win contests over limited resources. Explorative and bold behaviours often covary with contest behaviour and outcome, although there is evidence that the structure of these `behavioural syndromes' can change across situations. Aggression itself is typically repeatable, but also subject to high within-individual variation as a consequence of plastic responses to previous fight outcomes and opponent traits. Common proximate mechanisms (gene expression, endocrine control and metabolic rates) may underpin variation in both contest behaviour and general personality traits. Given the theoretical links between the evolution of fighting and of personality, we suggest that longitudinal studies of contest behaviour, combining behavioural and physiological data, would be a useful context for the study of animal personalities.","10.1098/rsbl.2014.1007","1744-9561","1744-957X","ISI:000372711000002","20141007","Briffa, Mark/0000-0003-2520-0538 Wilson, Alastair/0000-0002-5045-2051 Sneddon, Lynne/0000-0001-9787-3948","Briffa, Mark/M-9041-2013 ",NA,351,42,348,"#000000",NA,""
"X.ISI.000348908100002","article","Cornuau, Jeremie H. and Schmeller, Dirk S. and Courtois, Elodie A. and Jolly, Thomas and Loyau, Adeline","It Takes Two to Tango: Relative Influence of Male and Female Identity and Morphology on Complex Courtship Display in a Newt Species","ETHOLOGY","2015","121","3","218-226","MAR","Consistency in behaviour is currently receiving a renewed interest. Although courtship display is generally consistent in terms of behavioural sequence and structure, there is also commonly important variation in the intensity of courtship display between and within males of a given species. Indeed, not all males have the same ability to perform courtship display (variation between males), and each male can potentially adjust his courtship effort in response to the environment (variation within a male). Although the study of male courtship display has received considerable attention in recent years, it is still unclear which part of the variation can be explained by male ability or motivation. We investigated this issue on two phases of the complex courtship display of the palmate newt Lissotriton helveticus. Overall, we found that both male and female identities affected courtship behaviour, but the relative influence of each sex depended on the courtship phase. Male identity explained variation in fan and creep-quiver display, whereas female identity explained variation in creep-quiver only. Interestingly, we did not find any link between the expression of courtship display and male or female morphological traits. Our study showed consistency of male courtship display in newts and successfully dissects the different sources of variation that can affect behavioural repeatability/consistency of courtship display.","10.1111/eth.12333","0179-1613","1439-0310","ISI:000348908100002",NA,"Schmeller, Dirk/0000-0002-3860-9933 Loyau, Adeline/0000-0003-4230-5892","Schmeller, Dirk/F-4324-2010 Loyau, Adeline/F-8682-2010",NA,352,340,571,"#000000",NA,""
"X.ISI.000350061500029","article","Snijders, Lysanne and van der Eijk, Jerine and van Rooij, Erica P. and de Goede, Piet and van Oers, Kees and Naguib, Marc","Song Trait Similarity in Great Tits Varies with Social Structure","PLOS ONE","2015","10","2",NA,"FEB 18","For many animals, long-range signalling is essential to maintain contact with conspecifics. In territorial species, individuals often have to balance signalling towards unfamiliar potential competitors (to solely broadcast territory ownership) with signalling towards familiar immediate neighbours (to also maintain so-called ``dear enemy{'' relations). Hence, to understand how signals evolve due to these multilevel relationships, it is important to understand how general signal traits vary in relation to the overall social environment. For many territorial songbirds dawn is a key signalling period, with several neighbouring individuals singing simultaneously without immediate conflict. In this study we tested whether sharing a territory boundary, rather than spatial proximity, is related to similarity in dawn song traits between territorial great tits (Parus major) in a wild personality-typed population. We collected a large dataset of automatized dawn song recordings from 72 unique male great tits, during the fertile period of their mate, and compared specific song traits between neighbours and non-neighbours. We show here that both song rate and start time of dawn song were repeatable song traits. Moreover, neighbours were significantly more dissimilar in song rate compared to non-neighbours, while there was no effect of proximity on song rate similarity. Additionally, similarity in start time of dawn song was unrelated to sharing a territory boundary, but birds were significantly more similar in start time of dawn song when they were breeding in close proximity of each other. We suggest that the dissimilarity in dawn song rate between neighbours is either the result of neighbouring great tits actively avoiding similar song rates to possibly prevent interference, or a passive consequence of territory settlement preferences relative to the types of neighbours. Neighbourhood structuring is therefore likely to be a relevant selection pressure shaping variation in territorial birdsong.","10.1371/journal.pone.0116881","1932-6203",NA,"ISI:000350061500029","e0116881","Library, Library/0000-0002-3835-159X van Oers, Kees/0000-0001-6984-906X Snijders, Lysanne/0000-0003-0911-3418","Library, Library/A-4320-2012 Naguib, Marc/C-2650-2009 ",NA,353,545,575,"#000000",NA,""
"X.ISI.000349386000009","article","Boulton, Kay and Couto, Elsa and Grimmer, Andrew J. and Earley, Ryan L. and Canario, Adelino V. M. and Wilson, Alastair J. and Walling, Craig A.","How integrated are behavioral and endocrine stress response traits? A repeated measures approach to testing the stress-coping style model","ECOLOGY AND EVOLUTION","2015","5","3","618-633","FEB","It is widely expected that physiological and behavioral stress responses will be integrated within divergent stress-coping styles (SCS) and that these may represent opposite ends of a continuously varying reactive-proactive axis. If such a model is valid, then stress response traits should be repeatable and physiological and behavioral responses should also change in an integrated manner along a major axis of among-individual variation. While there is some evidence of association between endocrine and behavioral stress response traits, few studies incorporate repeated observations of both. To test this model, we use a multivariate, repeated measures approach in a captive-bred population of Xiphophorus birchmanni. We quantify among-individual variation in behavioral stress response to an open field trial (OFT) with simulated predator attack (SPA) and measure waterborne steroid hormone levels (cortisol, 11-ketotestosterone) before and after exposure. Under the mild stress stimulus (OFT), (multivariate) behavioral variation among individuals was consistent with a strong axis of personality (shy-bold) or coping style (reactive-proactive) variation. However, behavioral responses to a moderate stressor (SPA) were less repeatable, and robust statistical support for repeatable endocrine state over the full sampling period was limited to 11-ketotestosterone. Although post hoc analysis suggested cortisol expression was repeatable over short time periods, qualitative relationships between behavior and glucocorticoid levels were counter to our a priori expectations. Thus, while our results clearly show among-individual differences in behavioral and endocrine traits associated with stress response, the correlation structure between these is not consistent with a simple proactive-reactive axis of integrated stress-coping style. Additionally, the low repeatability of cortisol suggests caution is warranted if single observations (or indeed repeat measures over short sampling periods) of glucocorticoid traits are used in ecological or evolutionary studies focussed at the individual level.","10.1002/ece3.1395","2045-7758",NA,"ISI:000349386000009",NA,"Canario, Adelino/0000-0002-6244-6468 Boulton, Kay/0000-0001-7830-5793 Wilson, Alastair/0000-0002-5045-2051","Canario, Adelino/C-7942-2009 Algarve, CCMAR/C-2603-2018 ",NA,354,278,528,"#000000",NA,""
