"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"PWUJAN7Z","journalArticle","2013","Massen, Jorg J. M.; Antonides, Alex; , ra; Arnold, Anne-Marie K.; Bionda, Thomas; Koski, Sonja E.","a behavioral view on chimpanzee personality: exploration tendency, persistence, boldness, and tool-orientation measured with group experiments","AMERICAN JOURNAL OF PRIMATOLOGY","","","10.1002/ajp.22159","","Human and nonhuman animals show personality: temporal and contextual consistency in behavior patterns that vary among individuals. In contrast to most other species, personality of chimpanzees, Pan troglodytes, has mainly been studied with non-behavioral methods. We examined boldness, exploration tendency, persistence and tool-orientation in 29 captive chimpanzees using repeated experiments conducted in an ecologically valid social setting. High temporal repeatability and contextual consistency in all these traits indicated they reflected personality. In addition, Principal Component Analysis revealed two independent syndromes, labeled exploration-persistence and boldness. We found no sex or rank differences in the trait scores, but the scores declined with age. Nonetheless, there was considerable inter-individual variation within age-classes, suggesting that behavior was not merely determined by age but also by dispositional effects. In conclusion, our study complements earlier rating studies and adds new traits to the chimpanzee personality, thereby supporting the existence of multiple personality traits among chimpanzees. We stress the importance of ecologically valid behavioral research to assess multiple personality traits and their association, as it allows inclusion of ape studies in the comparison of personality structures across species studied behaviorally, and furthers our attempts to unravel the causes and consequences of animal personality. Am. J. Primatol. 75:947-958, 2013. (c) 2013 Wiley Periodicals, Inc.","2013","2018-12-03 14:27:24","2018-12-03 14:27:24","","947-958","","","75","","","","","","","","","","","","","","","","","","","/Users/martin/Zotero/storage/F7C7SM9K/Massen et al. - 2013 - a behavioral view on chimpanzee personality explo.pdf","","Animals; Humans; Animal Shells; Pan troglodytes; Humanism; Humanities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UNFZFSL2","journalArticle","2018","Mazzamuto, M.V.; Cremonesi, G.; Santicchia, F.; Preatoni, D.; Martinoli, A.; Wauters, L.A.","rodents in the arena: a critical evaluation of methods measuring personality traits","Ethology Ecology and Evolution","","","10.1080/03949370.2018.1488768","","The Open Field Test (OFT) and Mirror Image Stimulation (MIS) are used to measure behaviours related to an individuals personality. These tests, carried out in a same novel arena, have been used for different taxa, but only a few papers underline the importance of method validation. Here we investigate how Eurasian red squirrels (Sciurus vulgaris) and Eastern grey squirrels (Sciurus carolinensis) behave during OFT and MIS. Next, we compare the performance between three analytical methods: the Principal Component Analysis (PCA), the Factor Analysis (FA) and an expert-based (EB) method. The EB approach classifies behaviours in groups relating on researchers knowledge and returns personality-trait values for each individual facilitating comparisons over studies and/or with new datasets. The comparison between the three methods gave similar results and high repeatabilities in some expert-based personality traits as well as PCA components and FA factors, showing that all three methods were valid to measure activity using OFT (both species) and sociability using MIS (grey squirrel). Repeatabilities of the other traits were less strong. Proportion of time spent in different behaviours did not differ with test duration, since shorter tests yielded valid measures of individual differences in personality. Shorter tests reduce operator time in the field, and are likely to reduce stress and arena-habituation of the animals. Test sequence affected the outcome of OFT: squirrels tested for the first time were more active than squirrels tested a second time. For the two squirrel species investigated, we recommend an OFT of 4min and a MIS test of three and suggest to test an individual no more than 2 times per season with at least 2months between repetitions. 2018 Dipartimento di Biologia, Universit di Firenze, Italia","2018","2018-12-03 14:27:25","2018-12-03 14:27:25","","1-21","","","","","","","","","","","","","","","","","","","","","","/Users/martin/Zotero/storage/V2MI257P/mazzamuto2018.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PYQABTGG","journalArticle","2010","McGhee, Katie E.; Travis, Joseph","repeatable behavioural type and stable dominance rank in the bluefin killifish","ANIMAL BEHAVIOUR","","","10.1016/j.anbehav.2009.11.037","","While the prevalence of animal personalities has become apparent in recent years, the importance of animal personalities in determining the outcome of sexual selection remains imperfectly understood. In particular, there are few data on whether repeatable personality differences among males are associated with repeatable outcomes of male-male interactions within the mating context. Using the bluefin killifish, Lucania goodei, we examined the repeatability of individual differences in mating behaviours and the stability of dominance rank, which partially determines mating success in this species. The expression of male behaviours in competition between males and female courtship was significantly repeatable over a 5-week period; the number of aggressive behaviours to males and females, and the number of courtship bouts had significant repeatabilities of 0.71, 0.72 and 0.65, respectively. A male's personality or behavioural type within the mating context, as measured by a composite measure of the overall level of mating behaviour activity, was significantly repeatable at 0.75. Males showed repeatable, linear dominance hierarchies, and a male's rank in the hierarchy was highly correlated with his behavioural type. Neither behavioural type nor dominance rank was associated with body size or body condition. The repeatability of behavioural types and stability in the outcomes of aggressive interactions suggest that these behavioural phenotypes are inherent characteristics of individuals rather than short-term responses to recent social experience or daily levels of food or stress, and may potentially have an early environmental and/or genetic basis. (C) 2009 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.","2010","2018-12-03 14:27:25","2018-12-03 14:27:25","","497-507","","","79","","","","","","","","","","","","","","","","","","","/Users/martin/Zotero/storage/9236VNUI/mcghee2010.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L9DKJ5XS","journalArticle","2017","Menz, Clementine S.; Goldizen, Anne W.; Blomberg, Simon P.; Freeman, Natalie J.; Best, Emily C.","understanding repeatability and plasticity in multiple dimensions of the sociability of wild female kangaroos","ANIMAL BEHAVIOUR","","","10.1016/j.anbehav.2017.01.012","","Sociability, how individuals interact with conspecifics, is considered to be a key axis of animal personality. Consistent differences between individuals in measures of sociability have been demonstrated in some taxa, yet individuals also exhibit plasticity in their sociability across differing ecological conditions, particularly in gregarious species that do not occur in stable cohesive groups. Although repeatability and plasticity of measures of sociability are both important for understanding animal personality they have rarely been studied concurrently. Between and even within species, multiple behaviours have been considered to represent sociability, but there is still little understanding of the degree to which different measures of sociability reflect distinct traits. In this study, our first aim was to determine the repeatability of four different measures, representing two broad aspects of individual females' sociability, in a wild population of eastern grey kangaroos, Macropus giganteus. Our second aim was to investigate how shorter-term environmental conditions and individuals' states related to plasticity in these measures. Using data collected each month over a 5-year period on over 100 adult females, we analysed factors contributing to variation in individuals' grouping patterns (to reflect general gregariousness) and in the number of different conspecifics with which individuals associated (their `choosiness' of social partners). Rainfall, body condition and reproductive state were all related to females' mean group sizes, and females with older dependent young foraged further from their neighbours. Females were more selective about group members when there was more food, and when they were in poor or excellent body condition. Although social preferences exist among females in this population, and females' measures of sociability are repeatable and differ between individuals over the long term, these current findings suggest that the influences of individuals' states and environmental conditions contribute to variation in females' patterns of sociability over shorter periods. (C) 2017 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.","2017","2018-12-03 14:27:25","2018-12-03 14:27:25","","3-16","","","126","","","","","","","","","","","","","","","","","","","/Users/martin/Zotero/storage/ZRURVM3Q/menz2017.pdf","","Animals; Animal Shells; Macropodidae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JYLBGHP7","journalArticle","2017","Milligan, Nicole D.; Radersma, Reinder; Cole, Ella F.; Sheldon, Benjamin C.","to graze or gorge: consistency and flexibility of individual foraging tactics in tits","JOURNAL OF ANIMAL ECOLOGY","","","10.1111/1365-2656.12651","","1. An individual's foraging behaviour and time allocated to feeding have direct consequences for its fitness. Despite much research on population-level foraging decisions, few studies have investigated individual differences in fine-scale daily foraging patterns among wild animals. 2. Here, we explore the consistency and plasticity of feeding tactics of individual great tits (Parus major) and blue tits (Cyanistes caeruleus), using a grid of 65 automated feeding stations in a 385-ha woodland, during three winters. We use a principal component analysis to describe individual variation in six feeding parameters and examine how these differences covary with dominance-linked attributes (species, age and sex), the personality trait `exploration behaviour', distance to territory and local competition intensity. 3. Analysis of 933 086 feeder visits by 3134 individuals revealed that the majority of variation in the timing of feeding was explained by two principal components. PC1 ('binge-eating'), accounting for 38% of variation, captured temporal clustering of feeding, with high repeatability both within and between years (r range: 0.42-0.55). PC2 ('transience'), accounting for 27% of variance, described how much individuals used feeders and was also repeatable (r: 0.34-0.62). While exhibiting consistent individual differences, birds also showed flexibility in foraging patterns, binge-eating less and using feeders more when they experienced greater local competition. 4. Individuals in behaviourally dominant states (great tits, males and adults) binged more than subordinate birds (blue tits, females and juveniles) when their territories were distant from feeding stations. Moreover, great tits and males used feeders more than blue tits and females respectively, while birds feeding further from their territory used feeders less than those feeding closer. `Exploration behaviour' was unrelated to both measures of daily foraging behaviour. 5. This study presents some of the first evidence that birds use consistent alternative foraging tactics at a fine temporal scale. Individuals are consistent in their tactics, and also adjust their foraging behaviour with changes in local competition. Hence, studies of foraging behaviour should consider the extent to which such individual-level variability in foraging behaviour is under selection.","2017","2018-12-03 14:27:25","2018-12-03 14:27:25","","826-836","","","86","","","","","","","","","","","","","","","","","","","/Users/martin/Zotero/storage/XJC73HFG/Milligan et al. - 2017 - to graze or gorge consistency and flexibility of .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5EDMQDIK","journalArticle","2013",", Mir; a, Ana Catarina; Schielzeth, Holger; Sonntag, Tanja; Partecke, Jesko","urbanization and its effects on personality traits: a result of microevolution or phenotypic plasticity?","GLOBAL CHANGE BIOLOGY","","","10.1111/gcb.12258","","Human-altered environmental conditions affect many species at the global scale. An extreme form of anthropogenic alteration is the existence and rapid increase of urban areas. A key question, then, is how species cope with urbanization. It has been suggested that rural and urban conspecifics show differences in behaviour and personality. However, (i) a generalization of this phenomenon has never been made; and (ii) it is still unclear whether differences in personality traits between rural and urban conspecifics are the result of phenotypic plasticity or of intrinsic differences. In a literature review, we show that behavioural differences between rural and urban conspecifics are common and taxonomically widespread among animals, suggesting a significant ecological impact of urbanization on animal behaviour. In order to gain insight into the mechanisms leading to behavioural differences in urban individuals, we hand-raised and kept European blackbirds (Turdus merula) from a rural and a nearby urban area under common-garden conditions. Using these birds, we investigated individual variation in two behavioural responses to the presence of novel objects: approach to an object in a familiar area (here defined as neophilia), and avoidance of an object in a familiar foraging context (defined as neophobia). Neophilic and neophobic behaviours were mildly correlated and repeatable even across a time period of one year, indicating stable individual behavioural strategies. Blackbirds from the urban population were more neophobic and seasonally less neophilic than blackbirds from the nearby rural area. These intrinsic differences in personality traits are likely the result of microevolutionary changes, although we cannot fully exclude early developmental influences.","2013","2018-12-03 14:27:25","2018-12-03 14:27:25","","2634-2644","","","19","","","","","","","","","","","","","","","","","","","/Users/martin/Zotero/storage/NMA2HP99/ et al. - 2013 - urbanization and its effects on personality traits.pdf","","Humans; Phenotype; Humanism; Humanities; Urban Population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XQZPRZ9N","journalArticle","2016","Mitchell, David J.; Fanson, Benjamin G.; Beckmann, Christa; Biro, Peter A.","towards powerful experimental and statistical approaches to study intraindividual variability in labile traits","Royal Society Open Science","","","10.1098/rsos.160352","","There is a long-standing interest in behavioural ecology, exploring the causes and correlates of consistent individual differences in mean behavioural traits ('personality') and the response to the environment ('plasticity'). Recently, it has been observed that individuals also consistently differ in their residual intraindividual variability (rIIV). This variation will probably have broad biological and methodological implications to the study of trait variation in labile traits, such as behaviour and physiology, though we currently need studies to quantify variation in rIIV, using more standardized and powerful methodology. Focusing on activity rates in guppies (Poecilia reticulata), we provide a model example, from sampling design to data analysis, in how to quantify rIIV in labile traits. Building on the doubly hierarchical generalized linear model recently used to quantify individual differences in rIIV, we extend the model to evaluate the covariance between individual mean values and their rIIV. After accounting for time-related change in behaviour, our guppies substantially differed in rIIV, and it was the active individuals that tended to be more consistent (lower rIIV). We provide annotated data analysis code to implement these complex models, and discuss how to further generalize the model to evaluate covariances with other aspects of phenotypic variation.","2016","2018-12-03 14:27:26","2018-12-03 14:27:26","","NA","","","3","","","","","","","","","","","","","","","","","","","/Users/martin/Zotero/storage/Y3SJRZDZ/Mitchell et al. - 2016 - towards powerful experimental and statistical appr.pdf","","Nonlinear Dynamics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J2QCQGFI","journalArticle","2005","Mller, R.; Schrader, L.","behavioural consistency during social separation and personality in dairy cows","Behaviour","","0005-7959","10.1163/156853905774539346","","The concept of personality implies intra-individual consistency of behavioural and physiological responses towards given situations over time. In this study, we investigated the long-term intra-individual consistency of the reaction towards social separation in dairy cows, Bos taurus taurus. In 35 animals, behavioural and adrenocortical reactions towards a 20 min social separation were examined. The separation test was carried out four times over a period of two lactations. Our subjects showed the expected reactions of cattle towards social separation such as exploration, walking, vocalisation, defecation, urination, and an increase in saliva cortisol concentration. We calculated a high repeatability of all behaviours tested and of saliva cortisol response towards this stressor throughout two lactations. Particular parameters (saliva cortisol response, duration of exploration, and number of entered squares) decreased across repetitions indicating a habituation. In contrast, the frequency of vocalisation, vigilance, and walking did not change across repetitions. Consequently, the different temporal changes of the measures may reflect that the response is mediated by different motivations. To address this issue, we examined the potential underlying structure of behaviour using principal component analysis. We could distinguish three principal components reflecting sociability, exploration, and anxiety. These three components are included in two (Neuroticism, Extraversion) of the five main dimensions known from human personality structure. In conclusion, the intra-individual behavioural consistency can be explained in terms of underlying personality structures, which show considerable generality across species. In farm animals, consideration of personality structures may be crucial concerning animal welfare. Brill Academic Publishers 2005.","2005","2018-12-03 14:27:26","2018-12-03 14:27:26","","1289-1306","","","142","","","","","","","","","","","","","","","","","","","","","Animals; Humans; Animal Shells; Cattle; Humanism; Humanities; Defecation; Saliva","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NPDZE6QD","journalArticle","2014","Mller, M.S.; Massa, B.; Phillips, R.A.; Dellomo, G.","individual consistency and sex differences in migration strategies of scopolis shearwaters calonectris diomedea despite year differences","Current Zoology","","","10.1093/czoolo/60.5.631","","Recently-developed capabilities for tracking the movements of individual birds over the course of a year or longer has provided increasing evidence for consistent individual differences in migration schedules and destinations. This raises questions about the relative importance of individual consistency versus flexibility in the evolution of migration strategies, and has implications for the ability of populations to respond to climatic change. Using geolocators, we tracked the migrations of Scopolis shearwaters Calonectris diomedea breeding in Linosa (Italy) across three years, and analysed timing and spatial aspects of their movements. Birds showed remarkable variation in their main wintering destination along the western coast of Africa. We found significant individual consistency in the total distance traveled, time spent in transit, and time that individuals spent in the wintering areas. We found extensive sex differences in scheduling, duration, distances and destinations of migratory journeys. We also found sex differences in the degree of individual consistency in aspects of migration behaviour. Despite strong evidence for individual consistency, which indicates that migration journeys from the same bird tended to be more similar than those of different birds, there remained substantial intra-individual variation between years. Indeed, we also found clear annual differences in departure dates, return dates, wintering period, the total distance traveled and return routes from wintering grounds back to the colony. These findings show that this population flexibly shifts migration schedules as well as routes between years in response to direct or indirect effects of heterogeneity in the environment, while maintaining consistent individual migration strategies. 2014 Current Zoology.","2014","2018-12-03 14:27:26","2018-12-03 14:27:26","","631-641","","","60","","","","","","","","","","","","","","","","","","","/Users/martin/Zotero/storage/JSQWX95T/Mller et al. - 2014 - individual consistency and sex differences in migr.pdf","","Sex Characteristics; Italy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BUMJ7Y6R","journalArticle","2016","Monestier, Chloe; Gilot-Fromont, Emmanuelle; Morellet, Nicolas; Debeffe, Lucie; Cebe, Nicolas; Merlet, Joel; Picot, Denis; Rames, Jean-Luc; Hewison, A. J. Mark; Verheyden, Helene","individual variation in an acute stress response reflects divergent coping strategies in a large herbivore","BEHAVIOURAL PROCESSES","","","10.1016/j.beproc.2016.09.004","","Individuals differ in the manner that they cope with risk. When these behavioral differences are manifested in risky or challenging environments (i.e. stressful situations), they are generally interpreted within the “coping style” framework. As studying inter-individual variability in behavior is particularly challenging in the wild, we used a captive facility to explore consistency in the individual behavioral response to an acute stress in roe deer (Capreolus capreolus). Using behavioral and physiological parameters measured six times across a calendar year, we first quantified individual repeatability and, second, explored the correlations among these parameters that might indicate a coherent stress response. Finally, we analyzed the link between the stress response and individual body mass, a reliable indicator of phenotypic quality in roe deer. We found that the measured parameters were highly repeatable across seasons,-indicating that the individual stress response is consistent over time. Furthermore, there was considerable covariation among the stress response parameters, describing a proactivity-reactivity gradient at the individual level. Finally, proactive individuals had higher body mass than reactive individuals. We suggest that consistent individual differences in energy metabolism and physiology may promote consistent individual differences in behavioral traits, providing a mechanistic link between food acquisition tactics and demographic performance. (C) 2016 Elsevier B.V. All rights reserved.","2016","2018-12-03 14:27:26","2018-12-03 14:27:26","","22-28","","","132","","","","","","","","","","","","","","","","","","","/Users/martin/Zotero/storage/CUIRQ7AB/monestier2016.pdf","","Herbivory; Energy Metabolism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ART76UME","journalArticle","2017","Monk, Christopher Thomas; Arlinghaus, Robert","encountering a bait is necessary but insufficient to explain individual variability in vulnerability to angling in two freshwater benthivorous fish in the wild","PLOS ONE","","","10.1371/journal.pone.0173989","","Fish personality traits, such as swimming activity, or personality related emergent behavioural properties, such as the degree of space use shown by an individual fish, should affect encounter rates between individual fish and fishing gear. Increased encounters should in turn drive vulnerability to capture by passively operated gears. However, empirical evidence documenting a relationship between activity-based behaviours and vulnerability to capture by passive fishing gear in the wild is limited. Using whole-lake acoustic telemetry, we first documented significant repeatabilities over several months in a suite of encounter rate-associated behaviours (swimming distance, activity space size, time on baited feeding sites, switching frequency among baited feeding sites, distance to the lake bottom) in two recreationally important benthivorous cyprinid species, the common carp (Cyprinus carpio) and tench (Tinca tinca). We then experimentally targeted both species using stationary angling on baited feeding sites. Individual fish regularly visited the angling sites, documenting that the fishes encountered the angling baits. When attempting to explain individual variation in vulnerability as a function of repeatable behavioural traits, we found no evidence of a significant relationship among various encounter-based behaviours and vulnerability to angling for both species. There was also no evidence for size selection or for energetically less conditioned fish to be more vulnerable. The data cumulatively suggest that fine-scale behaviours after encountering a bait (e.g., frequency of bait intake) may be ultimately decisive for determining vulnerability to angling in benthivorous fish. Based on our work, fishing-induced selection on encounter-based behaviours in recreational angling for benthivorous fish in the wild appears unlikely.","2017","2018-12-03 14:27:26","2018-12-03 14:27:26","","NA","","","12","","","","","","","","","","","","","","","","","","","/Users/martin/Zotero/storage/EBXXZILT/Monk and Arlinghaus - 2017 - encountering a bait is necessary but insufficient .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KXWWT2WZ","journalArticle","1994","Moreno, J.; Soler, M.; Mller, A.P.; Linden, M.","the function of stone carrying in the black wheatear, oenanthe leucura","Animal Behaviour","","0003-3472 DO - http://dx.doi.org/10.1016/j.anbehav.2004.10.022","10.1006/anbe.1994.1178","","Mated pairs of the black wheatear, but particularly the males, carry large numbers of relatively heavy (3-9 g on average) stones in flight to nest cavities and other sites in caves and cliffs during the prelaying period of each clutch. The 40-g birds carry on average 1-2 kg of stones during periods of 2-22 days (average 78), and stone carrying is therefore costly in terms of time and energy. Five functional explanations for the maintenance of this behaviour are considered. (1) The nest support hypothesis, that stones form a solid base for the nest, is refuted because large horizontal nest cavities with no need for nest support contained as many stones as those in other sites, nests were frequently situated in sites without stones, and stones were carried to sites not subsequently used for nests. (2) The thermoregulation hypothesis, that stones may moderate large diel temperature fluctuations and thus reduce the cost of incubation and brooding, is refuted because nests were frequently situated in sites without stones, there were as many stones in caves where temperatures fluctuated little as in natural cavities where temperatures varied widely, hatching success was unrelated to the number of stones and the cooling rate of nest contents was not affected by the presence of stones. (3) The weather protection hypothesis, that a large number of stones may protect the nest from wind, rain, or dust, is refuted because nests were frequently situated in sites without stones, and no case of nest failure owing to inclement weather was recorded. (4) The anti-predation hypothesis, that stones may prevent predation of nest contents or incubating females, is also refuted because stone carrying prevented use of relatively safe nest sites above 35 m, and nests suffering from predation had as many stones as successful nests. (5) The sexual display hypothesis, that pair members use the stone-carrying display to assess the quality of the partner and adjust their relative parental investment accordingly, does account for the behaviour since clutch size was positively and laying date negatively correlated with the number of stones carried to cavities other than nest sites, and the seasonal production of young was positively associated with the seasonal number of stones carried to cavities other than nest sites. The number of stones carried to nest sites had less predictive capacity. Stone carrying was also associated with the extent of paternal care. The behaviour showed a relatively high repeatability within and between seasons, implying strong and consistent differences between individuals. Stone carrying in the black wheatear can therefore be considered a post-mating but prenesting sexual display which allows adjustment of reproductive effort by females to the parental and/or phenotypic quality of partners. 1993 The Association for the Study of Animal Behaviour.","1994","2018-12-03 14:27:27","2018-12-03 14:27:27","","1297-1309","","","47","","","","","","","","","","","","","","","","","","","/Users/martin/Zotero/storage/F2Z2FE7D/moreno1994.pdf","","African Continental Ancestry Group","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JY6KWFGH","journalArticle","2010","Muller, Helene; Grossmann, Heiko; Chittka, Lars","`personality' in bumblebees: individual consistency in responses to novel colours?","ANIMAL BEHAVIOUR","","","10.1016/j.anbehav.2010.09.016","","It is now recognized that many vertebrates and a few invertebrates show individual-specific consistency in their behaviour across time and context, sometimes in ways that can be paralleled with human personality. Our work aimed at assessing behavioural consistency in a social insect: the bumblebee Bombus terrestris. We focused on a behavioural dimension commonly used in personality studies: the response of an individual to novelty (neophilia/neophobia spectrum). We used a foraging paradigm to quantify individual bees' response to novel flower colours and to assess the repeatability of this response over time. As for vertebrates, most individual bumblebees responded to a novel stimulus by increasing the time they spent investigating it compared to known stimuli. Using a new statistical approach, the consistency model, we found that individual bees tended to be consistent in their response to novelty over a few hours but were not consistent in their behaviour over 3 days. We conclude that for the neophilia/neophobia paradigm used here, bumblebee foragers do not fulfil the criteria for animal personality in the common sense of the term. Instead their behavioural response to novelty appears to be plastic, varying on a day to day basis. (C) 2010 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.","2010","2018-12-03 14:27:27","2018-12-03 14:27:27","","1065-1074","","","80","","","","","","","","","","","","","","","","","","","/Users/martin/Zotero/storage/XIVY67QA/muller2010.pdf","","Humans; Animal Shells; Humanism; Humanities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q3AM687B","journalArticle","2008","Murphy, M.T.; Sexton, K.; Dolan, A.C.; Redmond, L.J.","dawn song of the eastern kingbird: an honest signal of male quality?","Animal Behaviour","","0003-3472 DO - http://dx.doi.org/10.1016/j.anbehav.2004.10.022","10.1016/j.anbehav.2007.08.020","","To be used as honest signals of quality, phenotypic traits must vary markedly within populations and show repeatable differences between individuals. Eastern kingbirds, Tyrannus tyrannus, sing a distinctive dawn song in the predawn darkness, and one hypothesis for its function is that it serves as an honest signal of male quality that females use during choice of within-pair or extrapair mates. Over a 2-year period, we quantified dawn songs of males to measure between- and within-season repeatability of the timing (start and end time) and length of song bouts, and song rate. We also measured morphological characters to measure repeatability and describe individual differences in body size and plumage quality. All song traits varied considerably among males, start time and song rates were repeatable between years, and all song rates were repeatable within both years. All morphological characters were significantly repeatable between years. Moreover, early singing males were larger and had relatively long flight feathers, and males that sang at high rates had relatively long flight feathers. Early singing males were also paired to the earliest breeding females, and in one year, male song rate was positively correlated with their social mate's clutch size. Relatively long flight feathers in other species are typical of older males and individuals of higher body condition, suggesting that, despite being suboscine passerines with relatively simple and innate songs, eastern kingbirds use song performance as an honest signal of male quality that females may use during mate choice. 2007 The Association for the Study of Animal Behaviour.","2008","2018-12-03 14:27:27","2018-12-03 14:27:27","","1075-1084","","","75","","","","","","","","","","","","","","","","","","","","","Phenotype; Music; Singing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4UV7U8JQ","journalArticle","2018","Myers, Patrick J.; Young, Julie K.","consistent individual behavior: evidence of personality in black bears","JOURNAL OF ETHOLOGY","","","10.1007/s10164-018-0541-4","","Personality is defined as consistency in individual differences in organismal behavior across time or context, a phenomenon of interest within behavioral and evolutionary ecology. Empirical data have revealed an ever-increasing number and diversity of taxa that display these phenotypic patterns in both wild and captive settings. Moreover, these behavioral traits are frequently linked to wild behavior, life history strategies, and measures of individual fitness. Understanding personality is of particular importance for some animals, such as large carnivores, which may express maladaptive behavior that can lead to conflict with humans. To date, few studies of personality exist on large carnivores and none have investigated the presence of personality in black bears (Ursus americanus). Through focal animal sampling, and open field, novel object, and startle object tests, we investigate the potential for personality in captive black bear cubs. Results indicate the presence of personality, with consistency in behavior across five metrics for the bold-shy axis, and eight sampling events measuring responses for the activity axis. Information presented here reveals the presence of personality in black bear cubs, and may provide a framework for future investigations into relationships of personality with ecology and life history.","2018","2018-12-03 14:27:27","2018-12-03 14:27:27","","117-124","","","36","","","","","","","","","","","","","","","","","","","/Users/martin/Zotero/storage/ZH5RBSE2/Myers and Young - 2018 - consistent individual behavior evidence of person.pdf","","Animals; Humans; Animal Shells; Humanism; Humanities; African Continental Ancestry Group","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LJ53YYKA","journalArticle","2010","Nakayama, Satoshi; Nishi, Yusuke; Miyatake, Takahisa","genetic correlation between behavioural traits in relation to death-feigning behaviour","POPULATION ECOLOGY","","","10.1007/s10144-009-0188-7","","Individuals frequently behave in a consistent manner across time or in different situations. We examined the repeatability of duration of death-feigning anti-predator behaviour when attacked, and then carried out artificial selection for duration to calculate its heritability and examine correlated responses to selection in activity levels, in the confused flour beetle, Tribolium confusum. Three replicates of two strains were established by artificial selection for more than 17 generations: S strains exhibited shorter duration and lower frequency of death feigning while L strains exhibited longer duration and higher frequency of death feigning. Duration of death feigning clearly responded to selection, and significant value of realized heritability was detected in all replicates of the two strains. Examination of locomotor activity levels over a constant period showed that S strains had higher locomotor activity levels than L strains. No significant differences between the sexes were observed. Our study thus demonstrates heritability of death feigning and the existence of a negative genetic correlation between intensity of death feigning and activity level.","2010","2018-12-03 14:27:28","2018-12-03 14:27:28","","329-335","","","52","","","","","","","","","","","","","","","","","","","/Users/martin/Zotero/storage/AHJBK8Z4/Nakayama et al. - 2010 - genetic correlation between behavioural traits in .pdf","","Immobility Response; Motor Activity; Tonic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
